Season,TeamID,Opponent_WinPct,Opponent_PointDiff,AdjPointDiff
1998,1449,62.5,10,625
1998,1452,66.66666667,30,2000
1998,1199,66.66666667,7,466.6666667
1998,1203,50,15,750
1998,1462,66.66666667,16,1066.666667
1998,1227,50,15,750
1998,1228,66.66666667,20,1333.333333
1998,1229,75,80,6000
1998,1231,75,19,1425
1998,1233,66.66666667,12,800
1998,1242,75,34,2550
1998,1246,71,32.2,2286.2
1998,1268,62.5,46.5,2906.25
1998,1269,50,5,250
1998,1274,66.66666667,6,400
1998,1276,66.66666667,6,400
1998,1277,65,42,2730
1998,1279,66.66666667,7,466.6666667
1999,1281,50,2,100
1999,1283,66.66666667,68,4533.333333
1999,1291,80,46,3680
1999,1293,80,56,4480
1999,1307,100,71,7100
1999,1308,75,41,3075
1999,1314,50,2,100
1999,1326,72.91666667,46.25,3372.395833
1999,1328,65,28.5,1852.5
1999,1329,66.66666667,46,3066.666667
1999,1335,66.66666667,22,1466.666667
1999,1345,62.5,30,1875
1999,1348,50,11,550
1999,1359,75,65,4875
1999,1108,50,12,600
1999,1112,66.66666667,14,933.3333333
1999,1116,66.66666667,23,1533.333333
1999,1373,50,14,700
1999,1117,50,22,1100
1999,1120,65,32,2080
1999,1385,65.55555556,36.66666667,2403.703704
1999,1390,75,21,1575
1999,1393,50,8,400
1999,1396,66.66666667,54.66666667,3644.444444
1999,1397,66.66666667,41,2733.333333
1999,1400,66.66666667,14,933.3333333
1999,1150,66.66666667,14,933.3333333
1999,1153,75,39,2925
1999,1409,83.33333333,126,10500
1999,1412,66.66666667,23,1533.333333
1999,1158,50,9,450
1999,1417,50,3,150
1999,1163,71,45.6,3237.6
1999,1166,66.66666667,34,2266.666667
1999,1427,100,71,7100
1999,1428,66.66666667,9,600
1999,1174,50,10,500
1999,1178,80,56,4480
1999,1434,66.66666667,34,2266.666667
1999,1181,74.33333333,41.2,3062.533333
1999,1437,50,2,100
1999,1191,50,21,1050
1999,1449,66.66666667,9,600
1999,1451,66.66666667,22,1466.666667
1999,1196,62.5,11.5,718.75
1999,1197,83.33333333,126,10500
1999,1457,66.66666667,46,3066.666667
1999,1458,66.66666667,41,2733.333333
1999,1203,50,20,1000
1999,1206,50,24,1200
1999,1211,72.22222222,35,2527.777778
1999,1231,75,65,4875
1999,1234,75,42.5,3187.5
1999,1242,75,41,3075
1999,1245,75,39,2925
1999,1246,65.55555556,25.33333333,1660.740741
1999,1248,50,21,1050
1999,1257,50,4,200
1999,1268,62.5,34.5,2156.25
1999,1274,66.66666667,14,933.3333333
1999,1275,62.5,31.5,1968.75
1999,1277,68.75,45.75,3145.3125
1999,1278,75,21,1575
1999,1279,80,46,3680
2000,1281,80,30,2400
2000,1314,68.75,33.25,2285.9375
2000,1319,50,5,250
2000,1326,66.66666667,17,1133.333333
2000,1328,75,14,1050
2000,1329,66.66666667,24.66666667,1644.444444
2000,1332,66.66666667,3,200
2000,1335,50,10,500
2000,1337,75,30,2250
2000,1345,65.55555556,25,1638.888889
2000,1354,50,19,950
2000,1359,66.66666667,16,1066.666667
2000,1111,50,26,1300
2000,1112,80,34,2720
2000,1369,66.66666667,8,533.3333333
2000,1371,62.5,28,1750
2000,1116,66.66666667,17,1133.333333
2000,1120,75,53,3975
2000,1123,66.66666667,43,2866.666667
2000,1382,50,5,250
2000,1385,66.66666667,17,1133.333333
2000,1387,50,3,150
2000,1390,80,30,2400
2000,1393,75,48.5,3637.5
2000,1139,83.33333333,51,4250
2000,1396,66.66666667,3,200
2000,1397,65,19,1235
2000,1400,66.66666667,8,533.3333333
2000,1148,75,53,3975
2000,1153,75,44,3300
2000,1409,65.55555556,21.33333333,1398.518519
2000,1417,62.5,34,2125
2000,1418,66.66666667,19,1266.666667
2000,1163,66.66666667,19,1266.666667
2000,1166,50,3,150
2000,1423,50,17,850
2000,1424,75,44,3300
2000,1428,100,92,9200
2000,1173,75,14,1050
2000,1429,50,8,400
2000,1177,50,4,200
2000,1434,100,92,9200
2000,1181,66.66666667,27.5,1833.333333
2000,1196,74.33333333,38.8,2884.133333
2000,1457,50,24,1200
2000,1458,72.91666667,34.5,2515.625
2000,1201,80,34,2720
2000,1211,62.5,9.5,593.75
2000,1220,75,30,2250
2000,1228,83.33333333,51,4250
2000,1231,50,20,1000
2000,1232,50,16,800
2000,1233,50,15,750
2000,1235,72.22222222,46,3322.222222
2000,1238,50,24,1200
2000,1242,66.66666667,32,2133.333333
2000,1246,66.66666667,16,1066.666667
2000,1248,50,26,1300
2000,1249,66.66666667,32,2133.333333
2000,1257,66.66666667,17,1133.333333
2000,1261,65,25,1625
2000,1268,66.66666667,43,2866.666667
2000,1274,62.5,35,2187.5
2000,1277,71,31.4,2229.4
2001,1281,100,100,10000
2001,1284,100,100,10000
2001,1314,66.66666667,18,1200
2001,1322,75,76,5700
2001,1323,66.66666667,5,333.3333333
2001,1326,50,9,450
2001,1328,50,2,100
2001,1329,75,22,1650
2001,1336,62.5,34.5,2156.25
2001,1343,50,22,1100
2001,1344,66.66666667,18,1200
2001,1106,80,72,5760
2001,1112,74.33333333,53.8,3999.133333
2001,1116,66.66666667,21,1400
2001,1381,50,3,150
2001,1130,75,22,1650
2001,1386,75,49,3675
2001,1390,65.55555556,32.66666667,2141.481481
2001,1393,66.66666667,53,3533.333333
2001,1139,83.33333333,81,6750
2001,1396,65.55555556,34.33333333,2250.740741
2001,1140,66.66666667,48,3200
2001,1397,50,7,350
2001,1143,50,12,600
2001,1400,75,47,3525
2001,1150,75,76,5700
2001,1153,62.5,26.5,1656.25
2001,1417,75,54.5,4087.5
2001,1166,50,13,650
2001,1422,75,49,3675
2001,1425,72.22222222,40,2888.888889
2001,1169,66.66666667,53,3533.333333
2001,1429,66.66666667,38,2533.333333
2001,1181,71,37.8,2683.8
2001,1438,66.66666667,18,1200
2001,1183,83.33333333,81,6750
2001,1443,50,13,650
2001,1448,50,16,800
2001,1196,75,47,3525
2001,1201,80,72,5760
2001,1457,50,4,200
2001,1458,50,1,50
2001,1206,80,46,3680
2001,1207,65,23.5,1527.5
2001,1462,50,12,600
2001,1209,80,46,3680
2001,1208,50,2,100
2001,1211,65,37,2405
2001,1210,50,4,200
2001,1214,66.66666667,21,1400
2001,1218,50,10,500
2001,1220,66.66666667,38,2533.333333
2001,1221,66.66666667,17,1133.333333
2001,1228,62.5,36.25,2265.625
2001,1231,50,4,200
2001,1232,66.66666667,18,1200
2001,1233,66.66666667,5,333.3333333
2001,1234,66.66666667,17,1133.333333
2001,1235,50,1,50
2001,1242,62.5,43,2687.5
2001,1245,66.66666667,48,3200
2001,1246,62.5,17.5,1093.75
2001,1268,72.91666667,42.75,3117.1875
2001,1277,68.75,39.5,2715.625
2001,1279,66.66666667,46.5,3100
2002,1280,66.66666667,17,1133.333333
2002,1281,65.55555556,26.33333333,1726.296296
2002,1285,75,26,1950
2002,1293,50,17,850
2002,1301,75,26,1950
2002,1323,66.66666667,54,3600
2002,1326,75,38,2850
2002,1328,68.75,28.25,1942.1875
2002,1329,75,26,1950
2002,1332,65.55555556,27.33333333,1791.851852
2002,1335,50,7,350
2002,1337,50,9,450
2002,1338,62.5,16.5,1031.25
2002,1356,62.5,21.5,1343.75
2002,1104,75,26,1950
2002,1361,66.66666667,41,2733.333333
2002,1108,50,4,200
2002,1364,66.66666667,13,866.6666667
2002,1112,65,27.5,1787.5
2002,1373,100,84,8400
2002,1385,50,10,500
2002,1130,66.66666667,17,1133.333333
2002,1131,50,38,1900
2002,1390,80,56,4480
2002,1143,66.66666667,30,2000
2002,1400,62.5,19,1187.5
2002,1403,66.66666667,10,666.6666667
2002,1148,66.66666667,30,2000
2002,1150,50,19,950
2002,1409,66.66666667,20,1333.333333
2002,1153,66.66666667,26,1733.333333
2002,1417,62.5,38,2375
2002,1163,72.22222222,35,2527.777778
2002,1166,66.66666667,41,2733.333333
2002,1423,83.33333333,50,4166.666667
2002,1425,50,4,200
2002,1428,83.33333333,50,4166.666667
2002,1172,50,5,250
2002,1434,66.66666667,20,1333.333333
2002,1181,66.66666667,34.5,2300
2002,1443,50,16,800
2002,1448,75,26,1950
2002,1194,50,8,400
2002,1196,50,1,50
2002,1457,66.66666667,54,3600
2002,1458,100,84,8400
2002,1461,66.66666667,13,866.6666667
2002,1462,80,48,3840
2002,1208,66.66666667,10,666.6666667
2002,1211,50,7,350
2002,1214,75,26,1950
2002,1218,50,12,600
2002,1221,80,56,4480
2002,1227,80,48,3840
2002,1228,65,28.5,1852.5
2002,1231,74.33333333,43.2,3211.2
2002,1242,72.91666667,41.75,3044.270833
2002,1245,66.66666667,29.33333333,1955.555556
2002,1246,75,43,3225
2002,1266,50,2,100
2002,1268,67.5,27.66666667,1867.5
2002,1270,50,12,600
2002,1274,75,38,2850
2002,1277,50,11,550
2002,1279,66.66666667,26,1733.333333
2003,1280,66.66666667,9,600
2003,1281,80,30,2400
2003,1301,50,2,100
2003,1323,62.5,26,1625
2003,1328,72.22222222,21.66666667,1564.814815
2003,1329,100,54,5400
2003,1332,50,2,100
2003,1335,50,14,700
2003,1338,65,17.5,1137.5
2003,1345,80,44,3520
2003,1354,75,37,2775
2003,1356,50,1,50
2003,1358,50,30,1500
2003,1360,50,8,400
2003,1104,50,5,250
2003,1112,66.66666667,29.66666667,1977.777778
2003,1113,83.33333333,75,6250
2003,1120,75,28.5,2137.5
2003,1122,50,22,1100
2003,1386,66.66666667,8,533.3333333
2003,1390,66.66666667,16,1066.666667
2003,1393,71,35.6,2527.6
2003,1139,62.5,29.5,1843.75
2003,1140,66.66666667,16,1066.666667
2003,1141,66.66666667,36,2400
2003,1143,75,37,2775
2003,1400,68.33333333,28.2,1927
2003,1407,50,12,600
2003,1409,66.66666667,8,533.3333333
2003,1153,50,5,250
2003,1411,50,8,400
2003,1160,75,39,2925
2003,1161,66.66666667,36,2400
2003,1163,65,26,1690
2003,1421,80,44,3520
2003,1166,50,6,300
2003,1423,66.66666667,15,1000
2003,1428,75,57,4275
2003,1429,83.33333333,75,6250
2003,1173,50,13,650
2003,1436,75,47,3525
2003,1181,66.66666667,40.5,2700
2003,1443,50,5,250
2003,1190,50,3,150
2003,1447,66.66666667,48,3200
2003,1448,66.66666667,8,533.3333333
2003,1451,66.66666667,8,533.3333333
2003,1196,75,39,2925
2003,1454,66.66666667,9,600
2003,1458,62.5,35,2187.5
2003,1462,66.66666667,15,1000
2003,1211,75,47,3525
2003,1221,80,30,2400
2003,1228,66.66666667,9,600
2003,1231,66.66666667,48,3200
2003,1237,75,57,4275
2003,1242,74.33333333,36,2676
2003,1246,65.55555556,13.33333333,874.0740741
2003,1257,66.66666667,9,600
2003,1261,50,24,1200
2003,1264,100,54,5400
2003,1266,68.75,45.25,3110.9375
2003,1268,62.5,25.5,1593.75
2003,1272,50,13,650
2003,1277,65.55555556,29.66666667,1944.814815
2004,1280,75,33,2475
2004,1284,50,33,1650
2004,1293,66.66666667,43,2866.666667
2004,1301,66.66666667,15,1000
2004,1305,66.66666667,25,1666.666667
2004,1314,66.66666667,20,1333.333333
2004,1320,83.33333333,23,1916.666667
2004,1329,68.75,20,1375
2004,1334,75,66,4950
2004,1338,65,31,2015
2004,1343,66.66666667,20,1333.333333
2004,1344,50,8,400
2004,1350,50,12,600
2004,1356,75,13,975
2004,1102,50,11,550
2004,1104,72.22222222,37.66666667,2720.37037
2004,1106,80,76,6080
2004,1112,50,4,200
2004,1371,80,76,6080
2004,1376,50,16,800
2004,1386,65.55555556,19.33333333,1267.407407
2004,1130,83.33333333,23,1916.666667
2004,1390,75,13,975
2004,1393,62.5,8,500
2004,1140,66.66666667,7,466.6666667
2004,1400,62.5,22,1375
2004,1403,75,28,2100
2004,1150,50,3,150
2004,1153,66.66666667,43,2866.666667
2004,1412,62.5,43,2687.5
2004,1416,66.66666667,13,866.6666667
2004,1418,50,9,450
2004,1163,71,26.8,1902.8
2004,1427,50,26,1300
2004,1428,50,7,350
2004,1173,50,7,350
2004,1431,50,3,150
2004,1177,100,80,8000
2004,1433,66.66666667,5,333.3333333
2004,1435,75,44.5,3337.5
2004,1434,50,27,1350
2004,1181,72.91666667,40,2916.666667
2004,1436,100,80,8000
2004,1186,80,50,4000
2004,1444,66.66666667,15,1000
2004,1190,50,3,150
2004,1448,62.5,21.5,1343.75
2004,1449,66.66666667,3,200
2004,1196,50,15,750
2004,1197,50,20,1000
2004,1458,66.66666667,13,866.6666667
2004,1462,65.55555556,43,2818.888889
2004,1210,74.33333333,45.6,3389.6
2004,1211,66.66666667,25,1666.666667
2004,1227,75,66,4950
2004,1228,65,39.5,2567.5
2004,1242,66.66666667,11.33333333,755.5555556
2004,1246,58.33333333,9,525
2004,1250,50,15,750
2004,1251,75,28,2100
2004,1257,75,33,2475
2004,1264,66.66666667,5,333.3333333
2004,1268,66.66666667,7,466.6666667
2004,1272,80,50,4000
2004,1277,66.66666667,25,1666.666667
2005,1280,66.66666667,19,1266.666667
2005,1285,66.66666667,29,1933.333333
2005,1301,62.5,14.5,906.25
2005,1305,83.33333333,54,4500
2005,1307,66.66666667,19,1266.666667
2005,1310,50,17,850
2005,1314,67.5,25.33333333,1710
2005,1320,75,23,1725
2005,1324,100,83,8300
2005,1325,50,5,250
2005,1328,66.66666667,15,1000
2005,1329,62.5,22.5,1406.25
2005,1330,80,35,2800
2005,1334,66.66666667,29,1933.333333
2005,1335,50,20,1000
2005,1338,50,8,400
2005,1356,66.66666667,21,1400
2005,1104,66.66666667,18,1200
2005,1105,50,10,500
2005,1112,66.66666667,29.66666667,1977.777778
2005,1368,66.66666667,21,1400
2005,1130,66.66666667,18,1200
2005,1388,50,9,450
2005,1390,50,23,1150
2005,1137,75,23,1725
2005,1393,50,3,150
2005,1400,50,4,200
2005,1403,62.5,11.5,718.75
2005,1150,66.66666667,15,1000
2005,1151,50,16,800
2005,1153,75,27,2025
2005,1412,75,36,2700
2005,1416,50,6,300
2005,1417,66.66666667,14,933.3333333
2005,1418,80,50,4000
2005,1163,66.66666667,15,1000
2005,1166,75,13,975
2005,1428,62.5,22,1375
2005,1429,75,36,2700
2005,1431,66.66666667,15,1000
2005,1175,66.66666667,19,1266.666667
2005,1436,80,35,2800
2005,1181,65,29,1885
2005,1437,75,44,3300
2005,1184,75,27,2025
2005,1448,75,13,975
2005,1449,65,29,1885
2005,1192,83.33333333,54,4500
2005,1452,65.55555556,26.66666667,1748.148148
2005,1196,66.66666667,19,1266.666667
2005,1454,66.66666667,37,2466.666667
2005,1457,50,10,500
2005,1458,72.22222222,33,2383.333333
2005,1203,50,12,600
2005,1210,80,50,4000
2005,1211,66.66666667,14,933.3333333
2005,1228,74.33333333,38.2,2839.533333
2005,1234,50,12,600
2005,1235,100,83,8300
2005,1242,50,1,50
2005,1246,65.55555556,20.66666667,1354.814815
2005,1257,68.75,27,1856.25
2005,1261,50,14,700
2005,1277,72.91666667,33,2406.25
2005,1278,50,11,550
2006,1284,75,18,1350
2006,1285,66.66666667,25,1666.666667
2006,1293,50,4,200
2006,1301,75,32,2400
2006,1305,50,8,400
2006,1314,80,25,2000
2006,1320,66.66666667,23,1533.333333
2006,1322,66.66666667,31,2066.666667
2006,1326,66.66666667,23,1533.333333
2006,1328,50,8,400
2006,1331,75,48,3600
2006,1334,66.66666667,25,1666.666667
2006,1335,75,32,2400
2006,1338,66.66666667,10,666.6666667
2006,1356,66.66666667,31,2066.666667
2006,1102,50,9,450
2006,1104,83.33333333,58,4833.333333
2006,1361,50,4,200
2006,1107,75,23,1725
2006,1112,75,18,1350
2006,1371,66.66666667,27,1800
2006,1116,50,4,200
2006,1375,100,96,9600
2006,1380,66.66666667,29,1933.333333
2006,1125,83.33333333,58,4833.333333
2006,1130,62.5,13,812.5
2006,1133,62.5,31.5,1968.75
2006,1137,75,48,3600
2006,1393,50,8,400
2006,1397,66.66666667,27,1800
2006,1143,50,6,300
2006,1400,65.55555556,24,1573.333333
2006,1401,80,35,2800
2006,1412,50,5,250
2006,1417,74.33333333,39.6,2943.6
2006,1163,65.55555556,15.66666667,1027.037037
2006,1423,50,3,150
2006,1172,50,8,400
2006,1429,66.66666667,17,1133.333333
2006,1181,65,19,1235
2006,1437,66.66666667,40.5,2700
2006,1449,62.5,16,1000
2006,1196,71,26.4,1874.4
2006,1452,62.5,16.5,1031.25
2006,1454,100,96,9600
2006,1455,65,13.5,877.5
2006,1457,50,2,100
2006,1458,50,19,950
2006,1203,66.66666667,29,1933.333333
2006,1206,72.91666667,37.5,2734.375
2006,1207,75,52,3900
2006,1462,66.66666667,14,933.3333333
2006,1211,66.66666667,31,2066.666667
2006,1214,50,22,1100
2006,1228,66.66666667,17,1133.333333
2006,1231,66.66666667,14,933.3333333
2006,1233,80,35,2800
2006,1234,50,1,50
2006,1242,66.66666667,10,666.6666667
2006,1245,50,15,750
2006,1246,75,23,1725
2006,1261,68.75,31.75,2182.8125
2006,1266,50,5,250
2006,1272,66.66666667,24,1600
2006,1277,80,25,2000
2007,1305,75,32,2400
2007,1308,50,12,600
2007,1310,75,55,4125
2007,1314,65.55555556,31,2032.222222
2007,1317,75,32,2400
2007,1323,50,10,500
2007,1326,74.33333333,40.4,3003.066667
2007,1330,66.66666667,14,933.3333333
2007,1331,50,16,800
2007,1332,72.22222222,35,2527.777778
2007,1335,66.66666667,19,1266.666667
2007,1338,65,28.5,1852.5
2007,1345,100,85,8500
2007,1356,62.5,28.5,1781.25
2007,1107,50,27,1350
2007,1112,50,9,450
2007,1116,66.66666667,36,2400
2007,1125,80,45,3600
2007,1130,80,45,3600
2007,1390,50,20,1000
2007,1394,50,13,650
2007,1139,75,48.5,3637.5
2007,1140,50,2,100
2007,1397,66.66666667,39.5,2633.333333
2007,1400,66.66666667,36,2400
2007,1401,62.5,26,1625
2007,1403,50,9,450
2007,1148,83.33333333,52,4333.333333
2007,1417,72.91666667,44.75,3263.020833
2007,1166,50,6,300
2007,1424,62.5,16.5,1031.25
2007,1425,62.5,28.5,1781.25
2007,1172,50,12,600
2007,1433,66.66666667,26,1733.333333
2007,1435,65,30.5,1982.5
2007,1181,50,2,100
2007,1438,66.66666667,38,2533.333333
2007,1439,66.66666667,25,1666.666667
2007,1437,50,9,450
2007,1184,75,45,3375
2007,1450,66.66666667,37,2466.666667
2007,1451,80,55,4400
2007,1196,71,30,2130
2007,1197,50,8,400
2007,1457,75,20,1500
2007,1458,66.66666667,10,666.6666667
2007,1203,66.66666667,37,2466.666667
2007,1460,66.66666667,26,1733.333333
2007,1462,83.33333333,52,4333.333333
2007,1207,68.75,35.75,2457.8125
2007,1210,66.66666667,10,666.6666667
2007,1211,50,13,650
2007,1221,66.66666667,25,1666.666667
2007,1228,50,2,100
2007,1231,80,55,4400
2007,1238,100,85,8500
2007,1242,61.66666667,24.25,1495.416667
2007,1246,75,55,4125
2007,1253,66.66666667,38,2533.333333
2007,1257,66.66666667,19,1266.666667
2007,1266,50,12,600
2007,1268,66.66666667,14,933.3333333
2007,1272,66.66666667,25.66666667,1711.111111
2007,1275,75,20,1500
2007,1277,75,45,3375
2008,1280,83.33333333,78,6500
2008,1290,80,72,5760
2008,1291,80,101,8080
2008,1314,68.33333333,45.2,3088.666667
2008,1323,66.66666667,51,3400
2008,1328,75,67,5025
2008,1331,50,19,950
2008,1332,50,7,350
2008,1338,66.66666667,22,1466.666667
2008,1340,100,85,8500
2008,1345,75,23,1725
2008,1360,66.66666667,11,733.3333333
2008,1110,66.66666667,20,1333.333333
2008,1112,66.66666667,16,1066.666667
2008,1116,80,101,8080
2008,1373,66.66666667,18,1200
2008,1375,50,20,1000
2008,1122,75,43,3225
2008,1124,50,11,550
2008,1125,50,1,50
2008,1129,75,67,5025
2008,1386,50,8,400
2008,1388,50,14,700
2008,1390,62.5,25.5,1593.75
2008,1139,66.66666667,20,1333.333333
2008,1396,66.66666667,22,1466.666667
2008,1397,62.5,43.5,2718.75
2008,1140,50,5,250
2008,1400,66.66666667,39,2600
2008,1401,80,72,5760
2008,1155,66.66666667,18,1200
2008,1417,68.75,29.25,2010.9375
2008,1163,50,1,50
2008,1164,50,9,450
2008,1165,66.66666667,25,1666.666667
2008,1420,50,19,950
2008,1424,100,85,8500
2008,1168,66.66666667,32,2133.333333
2008,1425,50,13,650
2008,1426,83.33333333,78,6500
2008,1172,72.22222222,45.33333333,3274.074074
2008,1435,50,21,1050
2008,1179,66.66666667,11,733.3333333
2008,1181,66.66666667,16,1066.666667
2008,1437,75,53,3975
2008,1443,65,36.5,2372.5
2008,1450,65,59.5,3867.5
2008,1452,62.5,12,750
2008,1457,66.66666667,51,3400
2008,1458,62.5,20,1250
2008,1462,65.55555556,33,2163.333333
2008,1207,75,27,2025
2008,1206,50,18,900
2008,1208,75,23,1725
2008,1211,75,27,2025
2008,1231,50,14,700
2008,1242,71,47.4,3365.4
2008,1243,66.66666667,32,2133.333333
2008,1245,50,13,650
2008,1246,50,8,400
2008,1257,65.55555556,43,2818.888889
2008,1266,66.66666667,25,1666.666667
2008,1272,74.33333333,45.8,3404.466667
2008,1274,75,43,3225
2008,1277,66.66666667,48.5,3233.333333
2009,1280,50,13,650
2009,1281,65.55555556,44,2884.444444
2009,1287,75,66,4950
2009,1288,75,51,3825
2009,1295,66.66666667,27,1800
2009,1314,71,34.8,2470.8
2009,1320,66.66666667,7,466.6666667
2009,1326,50,2,100
2009,1328,72.22222222,50,3611.111111
2009,1329,75,23,1725
2009,1338,65.55555556,29.66666667,1944.814815
2009,1340,66.66666667,29,1933.333333
2009,1345,65,57,3705
2009,1347,100,121,12100
2009,1352,83.33333333,46,3833.333333
2009,1103,66.66666667,15,1000
2009,1106,50,15,750
2009,1110,80,58,4640
2009,1112,62.5,40.5,2531.25
2009,1113,66.66666667,26,1733.333333
2009,1372,66.66666667,26,1733.333333
2009,1373,75,66,4950
2009,1127,66.66666667,29,1933.333333
2009,1130,50,17,850
2009,1393,62.5,30,1875
2009,1139,50,4,200
2009,1140,50,13,650
2009,1396,50,9,450
2009,1397,50,2,100
2009,1143,50,13,650
2009,1400,66.66666667,29,1933.333333
2009,1401,80,101,8080
2009,1151,80,101,8080
2009,1155,50,3,150
2009,1156,66.66666667,27,1800
2009,1417,80,58,4640
2009,1163,68.75,25,1718.75
2009,1165,75,34,2550
2009,1425,83.33333333,46,3833.333333
2009,1169,66.66666667,30,2000
2009,1428,66.66666667,27,1800
2009,1173,66.66666667,27,1800
2009,1429,50,1,50
2009,1433,50,1,50
2009,1181,65,36,2340
2009,1437,72.91666667,43.5,3171.875
2009,1443,66.66666667,15,1000
2009,1190,75,23,1725
2009,1448,50,15,750
2009,1449,66.66666667,7,466.6666667
2009,1452,50,8,400
2009,1199,50,2,100
2009,1458,66.66666667,29,1933.333333
2009,1462,62.5,12.5,781.25
2009,1211,75,62.5,4687.5
2009,1228,50,4,200
2009,1242,66.66666667,27,1800
2009,1257,62.5,22.5,1406.25
2009,1261,100,121,12100
2009,1266,75,34,2550
2009,1268,66.66666667,30,2000
2009,1272,62.5,23.5,1468.75
2009,1276,75,51,3825
2009,1277,74.33333333,66.4,4935.733333
2009,1278,50,14,700
2010,1281,80,56,4480
2010,1285,50,5,250
2010,1288,80,56,4480
2010,1293,83.33333333,33,2750
2010,1307,66.66666667,20,1333.333333
2010,1308,80,13,1040
2010,1317,75,37,2775
2010,1320,65,14.5,942.5
2010,1323,50,1,50
2010,1324,50,23,1150
2010,1325,75,21,1575
2010,1326,62.5,13,812.5
2010,1329,50,5,250
2010,1330,75,40,3000
2010,1338,66.66666667,14,933.3333333
2010,1345,75,51.5,3862.5
2010,1350,66.66666667,16,1066.666667
2010,1352,50,3,150
2010,1358,75,40,3000
2010,1361,75,21,1575
2010,1364,66.66666667,26,1733.333333
2010,1115,100,87,8700
2010,1373,66.66666667,10,666.6666667
2010,1124,72.22222222,34.66666667,2503.703704
2010,1388,62.5,21.5,1343.75
2010,1393,66.66666667,20,1333.333333
2010,1139,74.33333333,36.6,2720.6
2010,1140,75,37,2775
2010,1397,65.55555556,17.66666667,1158.148148
2010,1396,66.66666667,31,2066.666667
2010,1143,100,87,8700
2010,1400,50,1,50
2010,1401,66.66666667,10,666.6666667
2010,1155,50,8,400
2010,1165,62.5,40,2500
2010,1424,66.66666667,5,333.3333333
2010,1429,50,16,800
2010,1431,83.33333333,33,2750
2010,1435,50,1,50
2010,1436,66.66666667,45,3000
2010,1437,66.66666667,16,1066.666667
2010,1181,67.5,28.5,1923.75
2010,1190,75,76,5700
2010,1448,75,76,5700
2010,1449,65,30.5,1982.5
2010,1452,72.91666667,47.75,3481.770833
2010,1196,50,7,350
2010,1199,50,7,350
2010,1457,50,17,850
2010,1458,66.66666667,31,2066.666667
2010,1459,50,4,200
2010,1462,62.5,30,1875
2010,1207,50,14,700
2010,1210,66.66666667,26,1733.333333
2010,1211,66.66666667,45,3000
2010,1222,50,12,600
2010,1242,66.66666667,5,333.3333333
2010,1243,66.66666667,18,1200
2010,1246,65.55555556,29.33333333,1922.962963
2010,1250,50,16,800
2010,1257,50,15,750
2010,1266,66.66666667,20,1333.333333
2010,1268,80,13,1040
2010,1277,68.75,17.75,1220.3125
2010,1278,66.66666667,14,933.3333333
2011,1281,50,15,750
2011,1287,66.66666667,20,1333.333333
2011,1294,66.66666667,25,1666.666667
2011,1314,65.55555556,12.33333333,808.5185185
2011,1323,66.66666667,21,1400
2011,1324,50,4,200
2011,1326,60,10.66666667,640
2011,1330,83.33333333,21,1750
2011,1336,50,2,100
2011,1338,66.66666667,12.5,833.3333333
2011,1343,80,19,1520
2011,1345,83.33333333,60,5000
2011,1350,62.5,27,1687.5
2011,1103,50,13,650
2011,1361,75,32,2400
2011,1106,50,9,450
2011,1364,75,45,3375
2011,1112,72.22222222,36.66666667,2648.148148
2011,1114,50,4,200
2011,1125,66.66666667,19,1266.666667
2011,1385,50,15,750
2011,1131,75,53,3975
2011,1389,50,22,1100
2011,1393,66.66666667,15,1000
2011,1137,100,62,6200
2011,1139,75,41.8,3135
2011,1140,62.5,30,1875
2011,1396,66.66666667,25,1666.666667
2011,1397,50,30,1500
2011,1400,75,19,1425
2011,1401,66.66666667,21,1400
2011,1153,100,62,6200
2011,1155,50,8,400
2011,1412,50,18,900
2011,1417,75,45,3375
2011,1163,71,19.8,1405.8
2011,1421,50,23,1150
2011,1424,50,11,550
2011,1425,83.33333333,60,5000
2011,1427,66.66666667,61,4066.666667
2011,1429,50,5,250
2011,1433,68.75,29.25,2010.9375
2011,1435,66.66666667,20,1333.333333
2011,1181,62.5,24.5,1531.25
2011,1437,50,4,200
2011,1449,75,36,2700
2011,1196,66.66666667,17.66666667,1177.777778
2011,1452,65,18.5,1202.5
2011,1199,66.66666667,36.5,2433.333333
2011,1458,66.66666667,13,866.6666667
2011,1459,66.66666667,30,2000
2011,1206,66.66666667,61,4066.666667
2011,1462,66.66666667,15,1000
2011,1207,83.33333333,60,5000
2011,1208,50,3,150
2011,1211,66.66666667,30,2000
2011,1214,66.66666667,44,2933.333333
2011,1228,75,53,3975
2011,1232,50,17,850
2011,1242,66.66666667,30.33333333,2022.222222
2011,1243,66.66666667,19,1266.666667
2011,1246,72.91666667,41.75,3044.270833
2011,1254,75,36,2700
2011,1257,50,1,50
2011,1266,62.5,26.5,1656.25
2011,1272,75,19,1425
2011,1276,66.66666667,44,2933.333333
2011,1277,50,2,100
2012,1281,50,2,100
2012,1285,66.66666667,27,1800
2012,1290,50,1,50
2012,1293,66.66666667,29,1933.333333
2012,1301,66.66666667,25.5,1700
2012,1307,80,27,2160
2012,1308,66.66666667,15,1000
2012,1313,75,70,5250
2012,1314,62.5,15,937.5
2012,1323,66.66666667,16,1066.666667
2012,1325,70.83333333,33,2337.5
2012,1326,68.75,23.75,1632.8125
2012,1345,83.33333333,36,3000
2012,1355,75,30,2250
